SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND,Historical_Avg_Rainfall,Rainfall_Anomaly,Rainfall_Anomaly_Percent
West Rajasthan,1982,11.3,4.0,12.3,27.7,41.3,17.7,77.0,100.6,7.7,7.3,3.5,1.4,311.8,15.4,81.3,202.9,12.2,294.125641025641,17.674358974358995,6.009118726516672
West Rajasthan,1983,2.8,0.8,2.1,36.1,37.3,33.4,183.8,111.4,51.6,10.0,0.0,0.0,469.3,3.6,75.5,380.1,10.1,294.125641025641,175.174358974359,59.557663304535836
West Rajasthan,1984,0.1,2.8,0.1,1.1,0.0,8.7,50.4,85.3,54.5,0.1,0.2,0.0,203.2,2.8,1.2,198.9,0.2,294.125641025641,-90.92564102564103,-30.913877725374643
West Rajasthan,1985,0.3,0.0,0.6,8.9,10.9,12.3,97.6,55.2,4.2,4.2,0.3,2.8,197.4,0.4,20.4,169.3,7.3,294.125641025641,-96.72564102564101,-32.885824128882646
West Rajasthan,1986,0.5,10.4,2.4,0.3,26.0,20.5,95.1,44.9,3.5,0.5,0.0,0.1,204.2,10.9,28.7,164.0,0.6,294.125641025641,-89.92564102564103,-30.57388696614913
West Rajasthan,1987,6.7,0.5,5.7,0.9,34.8,36.7,22.9,29.3,1.8,0.6,0.0,3.1,143.0,7.2,41.5,90.7,3.6,294.125641025641,-151.12564102564102,-51.38132143075086
West Rajasthan,1988,0.8,0.5,6.9,3.2,0.6,32.1,112.6,73.1,46.8,3.7,0.0,0.1,280.4,1.3,10.6,264.7,3.8,294.125641025641,-13.725641025641039,-4.666591113164621
West Rajasthan,1989,8.6,0.0,1.3,1.0,0.2,25.8,81.0,109.1,20.3,0.2,0.2,0.5,248.1,8.6,2.4,236.2,0.9,294.125641025641,-46.02564102564102,-15.648292636148863
West Rajasthan,1990,0.0,25.2,0.2,1.4,17.7,19.6,164.4,169.2,42.9,2.5,1.1,0.8,445.0,25.2,19.2,396.1,4.4,294.125641025641,150.87435897435898,51.29588785535573
West Rajasthan,1991,0.2,4.0,0.0,13.6,7.0,19.3,60.6,55.5,17.1,0.1,0.1,1.6,179.0,4.2,20.7,152.4,1.8,294.125641025641,-115.12564102564102,-39.14165409863219
West Rajasthan,1992,9.6,7.4,1.3,0.7,5.5,8.1,126.2,117.2,143.4,5.4,0.9,0.1,425.8,17.0,7.5,394.9,6.4,294.125641025641,131.674358974359,44.76806527822578
West Rajasthan,1993,2.2,3.3,2.0,3.0,5.9,48.6,172.1,6.8,47.9,1.5,0.2,0.0,293.5,5.4,10.9,275.4,1.7,294.125641025641,-0.6256410256410163,-0.21271216731032122
West Rajasthan,1994,10.7,0.3,0.4,9.9,2.7,31.9,188.5,100.6,70.4,0.0,0.0,0.0,415.5,11.0,13.0,391.4,0.0,294.125641025641,121.37435897435898,41.26616045820293
West Rajasthan,1995,8.2,8.0,2.2,3.0,1.3,18.8,194.8,101.6,16.3,13.6,0.0,0.0,367.9,16.3,6.6,331.5,13.6,294.125641025641,73.77435897435896,25.08260031906825
West Rajasthan,1996,2.2,3.2,2.5,2.3,22.0,143.2,47.6,64.2,16.9,3.7,0.0,0.0,307.9,5.4,26.8,271.9,3.8,294.125641025641,13.774358974358961,4.683154765537138
West Rajasthan,1997,1.1,0.2,5.5,10.6,20.3,65.9,56.4,103.9,20.6,51.5,3.6,5.6,345.1,1.3,36.4,246.7,60.7,294.125641025641,50.974358974359006,17.33081100872644
West Rajasthan,1998,0.0,8.7,4.5,5.6,0.9,51.1,55.0,32.5,63.0,58.2,0.1,0.0,279.6,8.7,11.0,201.6,58.3,294.125641025641,-14.525641025640994,-4.9385837205450205
West Rajasthan,1999,6.4,3.1,0.2,0.0,39.3,23.8,55.9,61.5,6.5,7.6,0.0,0.0,204.3,9.5,39.6,147.6,7.6,294.125641025641,-89.825641025641,-30.53988789022657
West Rajasthan,2000,0.5,0.5,0.3,3.1,4.3,8.2,171.6,39.6,5.7,1.1,0.5,0.0,235.3,1.0,7.7,225.1,1.5,294.125641025641,-58.825641025641005,-20.000174354235494
West Rajasthan,2001,0.5,1.1,0.1,9.5,23.8,48.6,122.9,68.7,2.8,7.3,0.0,0.0,285.3,1.5,33.4,243.1,7.3,294.125641025641,-8.825641025641005,-3.000636392959569
West Rajasthan,2002,0.3,2.6,1.0,1.4,11.2,26.9,2.4,17.2,20.6,0.1,2.5,6.0,92.4,3.0,13.7,67.2,8.6,294.125641025641,-201.725641025641,-68.58485384756209
West Rajasthan,2003,2.5,21.2,0.8,0.4,1.8,45.2,188.4,93.6,13.9,0.2,0.0,0.1,368.1,23.7,3.0,341.1,0.3,294.125641025641,73.974358974359,25.150598470913366
West Rajasthan,2004,2.4,0.0,0.0,4.8,6.0,33.5,26.9,94.3,8.6,18.7,0.0,1.6,196.7,2.4,10.8,163.3,20.3,294.125641025641,-97.42564102564103,-33.123817660340514
West Rajasthan,2005,1.4,14.2,8.7,6.3,14.5,29.2,86.1,24.3,75.8,0.0,0.1,0.0,260.8,15.6,29.6,215.4,0.1,294.125641025641,-33.325641025641005,-11.330409993984771
West Rajasthan,2006,0.0,0.0,16.9,3.4,8.3,36.9,52.7,203.6,31.3,5.3,0.4,2.5,361.3,0.0,28.6,324.4,8.3,294.125641025641,67.174358974359,22.838661308179837
West Rajasthan,2007,0.0,34.9,22.0,2.3,3.8,41.2,90.5,69.4,45.6,0.0,0.1,0.9,310.8,35.0,28.1,246.7,1.0,294.125641025641,16.674358974358995,5.6691279672911525
West Rajasthan,2008,1.6,0.2,0.8,18.2,24.7,56.1,57.1,133.3,23.0,0.4,0.4,8.3,324.1,1.8,43.6,269.5,9.1,294.125641025641,29.974358974359006,10.191005064990552
West Rajasthan,2009,2.9,2.8,5.3,1.6,7.6,26.1,79.1,27.1,7.5,0.3,0.1,0.1,160.4,5.7,14.5,139.8,0.5,294.125641025641,-133.725641025641,-45.46548222022683
West Rajasthan,2010,1.9,1.7,0.6,0.6,3.0,49.5,129.9,163.4,96.5,0.9,20.1,5.2,473.2,3.6,4.1,439.2,26.2,294.125641025641,179.07435897435897,60.88362726551535
West Rajasthan,2011,0.0,11.8,1.5,1.5,7.8,24.4,88.5,166.8,116.3,0.1,0.0,0.0,418.7,11.8,10.7,396.1,0.1,294.125641025641,124.57435897435897,42.35413088772459
West Rajasthan,2012,0.5,0.0,0.0,9.5,10.4,5.3,40.4,166.7,92.0,1.9,0.0,0.6,327.3,0.5,19.9,304.3,2.5,294.125641025641,33.174358974358995,11.278975494512208
West Rajasthan,2013,8.6,21.8,4.2,3.1,1.7,37.6,104.5,138.2,58.7,10.1,1.0,0.0,389.4,30.4,8.9,339.0,11.1,294.125641025641,95.27435897435896,32.39240164241689
West Rajasthan,2014,0.8,2.2,4.7,8.4,23.0,13.8,94.3,69.6,84.9,0.5,0.2,0.0,302.4,3.0,36.0,262.6,0.7,294.125641025641,8.274358974358961,2.8132055897967856
West Rajasthan,2015,1.4,0.9,30.3,25.2,15.5,53.2,234.6,60.5,35.7,1.1,0.1,0.0,458.4,2.3,71.0,384.0,1.2,294.125641025641,164.27435897435896,55.85176402897767
West Rajasthan,2016,0.1,1.6,6.7,0.4,4.0,33.2,80.0,191.9,11.0,18.1,0.0,0.0,347.0,1.7,11.1,316.1,18.1,294.125641025641,52.874358974358984,17.97679345125492
West Rajasthan,2017,6.0,0.3,4.2,3.3,26.1,81.9,219.7,43.1,21.2,0.0,0.6,1.8,408.3,6.3,33.6,365.9,2.4,294.125641025641,114.174358974359,38.818226991779206
East Rajasthan,1901,21.6,8.9,2.9,0.7,5.0,15.0,164.8,175.6,7.5,9.8,0.0,0.8,412.5,30.5,8.5,362.9,10.6,656.5017094017094,-244.00170940170938,-37.166957207784854
East Rajasthan,1902,4.1,0.7,0.0,1.8,9.9,34.6,247.6,116.7,145.6,14.4,0.0,2.8,578.3,4.8,11.7,544.5,17.2,656.5017094017094,-78.20170940170942,-11.911882068513895
East Rajasthan,1903,1.9,0.7,1.3,0.1,12.9,15.6,238.2,229.1,168.5,17.8,0.0,0.0,686.1,2.7,14.2,651.4,17.8,656.5017094017094,29.598290598290646,4.508486447851674
East Rajasthan,1904,4.3,5.5,21.7,0.2,27.5,49.9,289.7,223.5,50.2,1.5,5.8,14.7,694.5,9.8,49.4,613.3,22.0,656.5017094017094,37.99829059829062,5.7879956828931425
East Rajasthan,1905,4.1,8.8,3.2,1.6,2.0,14.4,130.5,30.9,83.8,0.0,0.0,0.6,279.8,12.8,6.8,259.6,0.6,656.5017094017094,-376.70170940170937,-57.38015667088049
East Rajasthan,1906,0.2,23.1,6.2,0.0,1.6,61.9,262.5,95.5,191.4,1.9,0.0,3.0,647.4,23.4,7.8,611.3,4.9,656.5017094017094,-9.1017094017094,-1.3863953850179724
East Rajasthan,1907,6.3,35.7,7.0,14.3,12.7,18.5,134.1,319.8,3.3,0.0,0.0,0.0,551.8,42.0,34.0,475.7,0.0,656.5017094017094,-104.70170940170942,-15.948429060013778
East Rajasthan,1908,13.9,0.8,1.6,0.4,6.2,42.6,395.2,349.0,58.7,0.2,1.4,0.1,870.2,14.7,8.3,845.6,1.7,656.5017094017094,213.69829059829067,32.551063849177275
East Rajasthan,1909,4.9,1.4,0.0,43.2,5.2,115.3,299.4,207.4,82.5,1.7,0.0,20.8,781.6,6.2,48.3,704.6,22.4,656.5017094017094,125.09829059829065,19.055287870049366
East Rajasthan,1910,7.9,1.1,0.0,1.9,1.2,124.6,114.0,250.2,134.2,48.2,2.0,0.0,685.3,9.0,3.2,622.9,50.2,656.5017094017094,28.798290598290578,4.386628425466761
East Rajasthan,1911,13.6,0.5,18.3,0.7,0.1,69.3,42.6,73.8,173.6,6.4,21.2,0.2,420.4,14.1,19.2,359.3,27.8,656.5017094017094,-236.1017094017094,-35.963609236733944
East Rajasthan,1912,9.7,5.2,1.7,2.7,5.5,30.8,304.7,237.6,48.5,2.0,5.1,1.8,655.4,14.9,10.0,621.6,9.0,656.5017094017094,-1.1017094017093996,-0.1678151611689514
East Rajasthan,1913,0.0,9.5,0.8,0.1,46.0,111.6,160.7,107.0,44.0,1.5,0.4,16.6,498.3,9.5,46.9,423.3,18.5,656.5017094017094,-158.20170940170937,-24.097684307004098
East Rajasthan,1914,0.0,0.9,0.9,2.0,5.8,88.3,325.3,125.6,107.8,11.3,8.6,0.0,676.6,0.9,8.7,647.0,20.0,656.5017094017094,20.098290598290646,3.0614224320309615
East Rajasthan,1915,19.0,30.2,33.2,2.3,5.0,33.7,70.0,108.8,29.5,69.1,0.0,0.8,401.8,49.2,40.6,242.0,69.9,656.5017094017094,-254.70170940170937,-38.79680825718291
East Rajasthan,1916,0.0,3.2,0.0,0.3,10.0,87.6,159.4,435.8,122.3,24.7,1.9,0.0,845.3,3.2,10.3,805.1,26.6,656.5017094017094,188.79829059829058,28.758232902447183
East Rajasthan,1917,3.6,8.8,4.1,11.0,90.9,149.2,265.4,383.5,333.9,99.8,0.0,0.3,1350.4,12.4,105.9,1132.0,100.1,656.5017094017094,693.8982905982907,105.69634178571476
East Rajasthan,1918,4.0,0.0,2.4,0.7,2.6,28.3,49.6,163.3,19.0,0.1,3.5,0.1,273.6,4.0,5.6,260.2,3.7,656.5017094017094,-382.90170940170935,-58.32455634436348
East Rajasthan,1919,29.2,0.0,0.7,5.3,14.1,31.4,265.0,356.4,53.0,0.3,23.2,8.3,787.0,29.3,20.2,705.8,31.8,656.5017094017094,130.49829059829062,19.87782952114745
East Rajasthan,1920,8.6,3.7,2.8,0.5,45.8,150.5,295.4,78.3,10.8,0.1,0.0,0.0,596.7,12.3,49.2,535.0,0.1,656.5017094017094,-59.80170940170933,-9.109147553661133
East Rajasthan,1921,18.3,0.0,0.0,0.2,0.0,22.3,178.9,153.2,173.1,1.0,0.0,0.7,547.8,18.3,0.2,527.6,1.6,656.5017094017094,-108.70170940170942,-16.557719171938288
East Rajasthan,1922,6.0,0.4,0.0,0.3,9.0,83.9,242.2,144.3,169.3,0.8,1.6,12.1,669.9,6.3,9.4,639.7,14.5,656.5017094017094,13.3982905982906,2.040861494557399
East Rajasthan,1923,2.0,8.5,3.7,0.6,12.8,9.4,325.3,262.7,52.8,1.2,0.4,10.6,690.1,10.5,17.2,650.2,12.2,656.5017094017094,33.598290598290646,5.117776559776185
East Rajasthan,1924,13.6,5.8,0.0,0.1,5.2,33.4,271.8,262.8,262.2,40.4,3.7,25.4,924.4,19.5,5.3,830.2,69.4,656.5017094017094,267.8982905982906,40.80694486575438
East Rajasthan,1925,0.1,0.0,0.0,0.1,14.7,163.2,209.3,56.2,16.9,3.7,19.5,0.0,483.7,0.1,14.8,445.7,23.2,656.5017094017094,-172.8017094017094,-26.321593215528566
East Rajasthan,1926,6.1,1.1,28.7,2.5,18.6,13.9,216.1,342.6,202.3,0.2,0.0,0.2,832.4,7.3,49.8,774.9,0.4,656.5017094017094,175.8982905982906,26.793272291490638
East Rajasthan,1927,0.0,9.4,0.5,1.9,5.7,19.0,272.9,283.7,69.9,7.7,26.0,29.3,725.8,9.4,8.0,645.4,63.0,656.5017094017094,69.29829059829058,10.555690808702431
East Rajasthan,1928,2.9,16.4,0.6,0.1,2.2,23.4,236.7,187.1,37.9,84.2,10.4,6.4,608.3,19.3,2.9,485.2,100.9,656.5017094017094,-48.20170940170942,-7.342206229080067
East Rajasthan,1929,3.6,1.5,0.0,4.0,6.9,50.9,270.8,194.0,34.4,0.6,0.0,9.1,576.0,5.1,10.9,550.3,9.7,656.5017094017094,-80.50170940170938,-12.262223882870483
East Rajasthan,1930,16.7,1.0,0.2,0.4,22.2,72.7,296.9,158.7,40.4,51.9,0.1,0.0,661.3,17.7,22.8,568.8,52.1,656.5017094017094,4.798290598290578,0.7308877539196982
East Rajasthan,1931,0.4,2.2,2.2,0.1,9.8,11.5,224.5,401.4,60.4,60.5,0.3,1.1,774.2,2.5,12.1,697.8,61.9,656.5017094017094,117.69829059829067,17.928101162989023
East Rajasthan,1932,0.3,0.6,14.0,5.4,3.9,21.7,219.0,187.1,88.9,2.3,0.0,0.6,543.8,0.9,23.3,516.7,2.8,656.5017094017094,-112.70170940170942,-17.1670092838628
East Rajasthan,1933,0.3,5.8,1.5,22.3,30.1,209.1,170.7,284.9,185.6,13.4,12.3,1.9,937.8,6.1,54.0,850.2,27.6,656.5017094017094,281.2982905982906,42.84806674070149
East Rajasthan,1934,4.5,0.0,13.3,0.3,0.2,118.3,136.1,420.4,105.0,0.0,2.0,8.7,808.9,4.5,13.8,779.8,10.7,656.5017094017094,152.3982905982906,23.21369288393414
East Rajasthan,1935,14.8,5.8,0.7,10.5,1.3,34.2,299.4,119.7,170.1,16.5,1.1,10.7,684.8,20.6,12.5,623.4,28.3,656.5017094017094,28.298290598290578,4.310467161476198
East Rajasthan,1936,1.7,4.9,13.8,0.3,3.8,133.6,115.5,140.0,107.1,0.0,18.4,3.1,542.1,6.5,17.9,496.2,21.5,656.5017094017094,-114.40170940170935,-17.42595758143071
East Rajasthan,1937,0.0,12.2,0.5,1.0,7.8,98.7,365.4,60.5,113.6,3.3,0.6,6.8,670.5,12.2,9.4,638.2,10.7,656.5017094017094,13.998290598290623,2.1322550113460794
East Rajasthan,1938,6.2,0.0,0.1,0.1,5.5,140.3,213.5,117.5,10.9,9.0,0.0,0.0,503.1,6.2,5.7,482.3,9.0,656.5017094017094,-153.40170940170935,-23.366536172694683
East Rajasthan,1939,1.6,12.7,9.3,0.0,0.1,62.0,108.3,112.7,92.9,1.1,0.0,0.0,400.7,14.3,9.4,375.9,1.1,656.5017094017094,-255.8017094017094,-38.96436303796216
East Rajasthan,1940,26.0,16.9,15.9,2.1,5.7,61.3,189.5,290.7,33.7,2.5,8.3,0.4,652.8,42.9,23.6,575.1,11.2,656.5017094017094,-3.7017094017094223,-0.5638537339198867
East Rajasthan,1941,11.7,9.0,2.0,0.0,10.1,39.9,110.2,247.6,70.8,1.1,0.0,3.3,505.9,20.7,12.2,468.6,4.4,656.5017094017094,-150.6017094017094,-22.940033094347534
East Rajasthan,1942,15.9,9.9,0.0,2.1,8.0,61.3,399.5,320.8,120.7,0.0,0.0,1.1,939.3,25.8,10.2,902.3,1.1,656.5017094017094,282.7982905982906,43.07655053267318
East Rajasthan,1943,7.4,0.1,0.0,4.8,6.6,52.6,400.2,111.1,133.6,0.1,0.0,0.1,716.6,7.4,11.5,697.5,0.2,656.5017094017094,60.098290598290646,9.154323551276066
East Rajasthan,1944,20.1,6.9,24.4,7.9,1.7,75.5,309.9,411.9,31.7,14.5,0.9,1.5,906.9,27.0,34.0,829.1,16.9,656.5017094017094,250.3982905982906,38.14130062608465
East Rajasthan,1945,15.5,0.0,0.1,6.8,11.2,125.9,346.0,215.1,138.0,3.2,0.0,0.0,861.6,15.5,18.0,824.9,3.2,656.5017094017094,205.09829059829065,31.241090108539577
East Rajasthan,1946,0.0,10.3,0.0,1.4,7.8,124.6,184.3,429.8,84.5,8.7,12.7,23.5,887.7,10.3,9.3,823.2,44.9,656.5017094017094,231.19829059829067,35.21670808884701
East Rajasthan,1947,6.6,2.5,0.6,0.5,0.8,14.2,118.3,284.1,272.0,10.3,0.1,4.9,714.8,9.1,1.9,688.5,15.2,656.5017094017094,58.29829059829058,8.880143000910026
East Rajasthan,1948,39.2,11.9,1.9,0.3,0.9,29.7,221.2,243.0,94.9,12.2,8.3,0.0,663.6,51.1,3.1,588.9,20.6,656.5017094017094,7.098290598290646,1.081229568276302
East Rajasthan,1949,1.1,0.9,0.1,0.2,5.2,32.5,279.8,81.0,101.0,5.9,1.5,0.0,509.2,2.0,5.5,494.3,7.4,656.5017094017094,-147.3017094017094,-22.43736875200981
East Rajasthan,1950,0.9,0.2,3.4,0.0,6.4,13.3,318.8,174.7,221.5,0.0,0.0,0.7,740.1,1.1,9.9,728.4,0.7,656.5017094017094,83.59829059829065,12.733902958832566
East Rajasthan,1951,1.9,0.0,6.2,2.8,8.0,51.8,97.8,156.3,18.8,0.7,18.6,0.0,362.9,2.0,17.0,324.6,19.3,656.5017094017094,-293.6017094017094,-44.72215459564878
East Rajasthan,1952,0.7,3.3,0.9,2.1,0.3,109.2,360.4,224.1,7.5,0.2,0.0,3.9,712.7,4.0,3.4,701.2,4.2,656.5017094017094,56.19829059829067,8.560265692149672
East Rajasthan,1953,32.3,0.0,0.0,1.4,2.3,59.8,164.3,272.2,50.3,2.2,0.0,1.0,585.9,32.3,3.8,546.6,3.3,656.5017094017094,-70.6017094017094,-10.754230855857323
East Rajasthan,1954,3.9,19.6,4.8,0.0,0.1,42.5,253.4,77.6,240.1,23.6,0.4,0.0,665.9,23.5,4.9,613.5,24.0,656.5017094017094,9.3982905982906,1.4315713826328889
East Rajasthan,1955,9.5,3.6,0.7,0.0,3.4,100.3,61.1,358.6,233.0,74.3,0.0,0.1,844.6,13.1,4.1,752.9,74.5,656.5017094017094,188.09829059829065,28.651607132860402
East Rajasthan,1956,6.0,0.6,9.8,0.2,1.7,35.1,440.6,215.4,51.5,161.9,0.8,5.3,928.8,6.5,11.7,742.6,168.0,656.5017094017094,272.2982905982906,41.47716398887134
East Rajasthan,1957,26.5,0.1,13.4,0.6,3.7,63.4,243.6,222.4,71.2,12.6,1.6,3.2,662.2,26.6,17.7,600.6,17.4,656.5017094017094,5.698290598290669,0.867978029102727
East Rajasthan,1958,3.9,0.7,0.8,0.5,1.4,46.2,288.8,153.9,224.8,14.5,6.1,1.1,742.7,4.6,2.7,713.7,21.7,656.5017094017094,86.19829059829067,13.129941531583503
East Rajasthan,1959,6.0,0.1,0.2,3.8,34.8,36.8,252.3,248.9,152.6,43.0,7.5,0.3,786.2,6.1,38.9,690.5,50.8,656.5017094017094,129.69829059829067,19.755971498762552
East Rajasthan,1960,1.8,0.0,7.0,1.2,5.3,63.1,152.1,332.0,20.2,7.4,0.0,1.5,591.6,1.8,13.5,567.3,8.9,656.5017094017094,-64.90170940170935,-9.885992446364886
East Rajasthan,1961,11.9,7.0,0.0,0.6,5.0,39.2,227.8,225.7,337.2,23.0,6.0,0.9,884.2,18.9,5.6,829.8,29.9,656.5017094017094,227.69829059829067,34.68357924091306
East Rajasthan,1962,1.1,1.5,3.6,2.1,2.9,5.1,262.4,176.0,139.9,0.0,1.7,7.8,604.1,2.6,8.6,583.4,9.5,656.5017094017094,-52.401709401709354,-7.981960846600793
East Rajasthan,1963,0.4,1.4,1.0,2.7,2.0,33.2,130.3,283.9,97.3,6.9,17.6,0.9,577.7,1.9,5.7,544.7,25.4,656.5017094017094,-78.80170940170933,-12.003275585302559
East Rajasthan,1964,0.0,0.0,0.0,0.1,30.6,42.0,211.1,289.6,71.7,0.1,0.0,1.0,646.3,0.0,30.7,614.5,1.2,656.5017094017094,-10.201709401709422,-1.5539501657972163
East Rajasthan,1965,4.6,4.2,1.9,3.1,3.3,7.0,201.7,106.9,83.4,7.8,0.0,0.0,423.8,8.8,8.3,399.0,7.8,656.5017094017094,-232.70170940170937,-35.44571264159811
East Rajasthan,1966,0.1,2.6,0.0,0.0,12.7,74.8,141.7,156.2,81.3,0.6,3.1,0.2,473.4,2.8,12.8,454.0,3.9,656.5017094017094,-183.1017094017094,-27.890515253734183
East Rajasthan,1967,0.0,0.0,57.4,1.4,2.6,87.3,157.3,250.9,163.1,1.1,1.3,37.7,759.9,0.0,61.3,658.5,40.1,656.5017094017094,103.3982905982906,15.749889012858887
East Rajasthan,1968,8.6,1.5,6.6,0.1,4.2,5.2,296.2,181.3,10.7,4.9,0.0,0.2,519.6,10.1,11.0,493.4,5.1,656.5017094017094,-136.90170940170935,-20.85321446100608
East Rajasthan,1969,3.5,1.1,1.7,1.9,4.9,16.7,226.4,258.5,117.2,0.1,2.1,0.0,634.1,4.6,8.5,618.8,2.2,656.5017094017094,-22.401709401709354,-3.4122850071669633
East Rajasthan,1970,6.7,25.3,1.7,0.1,5.8,91.7,146.3,318.9,117.3,4.6,0.0,0.0,718.4,32.0,7.6,674.2,4.6,656.5017094017094,61.8982905982906,9.428504101642089
East Rajasthan,1971,2.8,0.7,0.1,1.2,33.0,171.3,288.9,155.0,117.2,13.6,0.6,0.0,784.4,3.5,34.3,732.4,14.2,656.5017094017094,127.8982905982906,19.48179094839651
East Rajasthan,1972,0.4,4.4,0.0,1.1,0.8,72.4,86.7,259.9,21.9,3.3,3.3,0.1,454.3,4.8,2.0,440.9,6.6,656.5017094017094,-202.20170940170937,-30.799875538173715
East Rajasthan,1973,3.3,3.2,0.6,0.1,12.8,36.1,260.2,380.9,242.4,6.7,0.0,1.9,948.2,6.5,13.5,919.5,8.6,656.5017094017094,291.69829059829067,44.43222103170523
East Rajasthan,1974,0.0,0.0,0.4,0.2,18.1,30.6,297.8,165.4,19.2,77.0,0.0,3.2,611.8,0.0,18.7,512.9,80.2,656.5017094017094,-44.70170940170942,-6.809077381146119
East Rajasthan,1975,1.2,0.5,1.4,0.2,2.3,87.1,271.0,317.6,173.9,42.6,0.1,0.0,897.9,1.7,3.9,849.6,42.7,656.5017094017094,241.3982905982906,36.7703978742545
East Rajasthan,1976,8.7,6.4,0.1,1.4,12.2,90.8,201.2,318.0,126.2,0.2,50.2,0.0,815.3,15.1,13.7,736.1,50.4,656.5017094017094,158.79829059829058,24.188557063013356
East Rajasthan,1977,10.8,2.3,0.1,6.4,18.9,112.7,394.9,223.1,115.1,1.1,1.9,0.2,887.5,13.1,25.3,845.8,3.2,656.5017094017094,230.99829059829062,35.18624358325078
East Rajasthan,1978,0.3,10.3,4.1,2.5,0.0,83.4,302.9,249.5,55.9,4.7,8.0,5.6,727.1,10.5,6.6,691.7,18.3,656.5017094017094,70.59829059829065,10.753710095077906
East Rajasthan,1979,6.6,25.8,2.8,0.9,16.5,47.6,206.5,129.7,14.7,3.3,58.1,2.7,515.1,32.4,20.1,398.5,64.1,656.5017094017094,-141.40170940170935,-21.53866583692115
East Rajasthan,1980,0.7,0.5,3.6,0.1,1.7,141.2,203.0,150.5,28.0,1.0,0.8,16.3,547.5,1.2,5.4,522.7,18.1,656.5017094017094,-109.00170940170938,-16.60341593033262
East Rajasthan,1981,4.4,0.8,4.7,0.2,7.7,57.7,299.4,141.8,64.6,8.7,23.8,1.5,615.3,5.2,12.6,563.5,34.0,656.5017094017094,-41.20170940170942,-6.275948533212174
East Rajasthan,1982,16.7,4.4,7.1,16.6,32.0,28.6,178.1,294.3,19.4,10.7,48.4,4.0,660.2,21.0,55.8,520.4,63.1,656.5017094017094,3.6982905982906686,0.5633329731404717
East Rajasthan,1983,3.6,1.6,0.1,29.4,31.9,72.4,256.5,240.0,127.9,31.8,0.0,0.1,795.3,5.2,61.3,696.7,32.0,656.5017094017094,138.79829059829058,21.1421065033908
East Rajasthan,1984,1.2,0.3,0.0,0.3,0.3,32.5,147.9,272.0,108.8,0.1,0.0,0.0,563.3,1.5,0.5,561.1,0.1,656.5017094017094,-93.20170940170942,-14.19671998823081
East Rajasthan,1985,0.9,0.1,0.6,3.9,6.0,21.0,176.8,245.0,37.5,87.6,0.2,8.5,588.1,1.0,10.5,480.3,96.4,656.5017094017094,-68.40170940170935,-10.419121294298835
East Rajasthan,1986,3.7,21.3,1.1,0.6,24.4,54.3,312.6,146.6,18.7,6.6,0.0,0.1,590.1,25.1,26.1,532.2,6.7,656.5017094017094,-66.40170940170935,-10.11447623833658
East Rajasthan,1987,11.2,4.6,1.5,0.1,20.9,44.2,57.1,226.2,27.9,19.0,0.0,23.2,435.7,15.8,22.4,355.4,42.1,656.5017094017094,-220.8017094017094,-33.63307455862269
East Rajasthan,1988,1.9,1.4,6.4,4.3,2.2,96.4,229.8,204.3,82.3,10.3,0.1,0.7,640.1,3.3,12.9,612.8,11.1,656.5017094017094,-16.401709401709354,-2.498349839280197
East Rajasthan,1989,6.8,0.1,2.2,0.1,0.4,52.5,130.6,283.7,33.1,0.0,0.5,0.5,510.5,6.9,2.7,500.0,1.0,656.5017094017094,-146.00170940170938,-22.23934946563434
East Rajasthan,1990,0.0,27.5,1.0,0.7,18.9,75.4,229.0,253.3,162.3,6.1,5.1,0.8,780.1,27.5,20.6,720.0,11.9,656.5017094017094,123.59829059829065,18.82680407807767
East Rajasthan,1991,0.2,2.5,0.4,11.0,3.0,18.1,274.6,214.4,43.1,0.3,5.2,5.9,578.6,2.7,14.4,550.1,11.4,656.5017094017094,-77.90170940170935,-11.866185310119546
East Rajasthan,1992,7.1,2.3,2.9,0.5,10.4,18.0,244.9,260.2,125.8,42.2,8.5,0.7,723.6,9.4,13.8,649.0,51.4,656.5017094017094,67.09829059829065,10.22058124714396
East Rajasthan,1993,0.2,8.8,4.0,4.0,4.5,98.5,262.8,92.1,113.9,5.9,0.4,0.1,595.2,9.0,12.5,567.3,6.4,656.5017094017094,-61.30170940170933,-9.337631345632824
East Rajasthan,1994,23.3,0.9,0.5,7.1,4.5,116.6,319.3,259.8,106.8,0.0,0.4,0.0,839.2,24.1,12.1,802.5,0.4,656.5017094017094,182.69829059829067,27.829065481762317
East Rajasthan,1995,29.8,2.9,7.0,0.7,0.8,22.6,275.4,310.8,92.4,6.5,0.0,5.3,754.3,32.7,8.5,701.3,11.8,656.5017094017094,97.79829059829058,14.896882856164567
East Rajasthan,1996,3.8,5.2,1.4,3.0,8.5,118.2,202.6,256.0,103.4,13.2,0.3,0.0,715.7,9.0,12.9,680.2,13.5,656.5017094017094,59.19829059829067,9.017233276093055
East Rajasthan,1997,0.8,0.2,1.7,10.2,14.2,52.1,143.2,196.6,78.7,45.8,11.8,18.5,573.9,1.0,26.1,470.6,76.1,656.5017094017094,-82.6017094017094,-12.582101191630853
